fileName,epubVersion,epubStatus,noErrors,noWarnings,errors,warnings,wordCount
./ebooks-cb/ebook_cb-1497522807296-170616-1202/20150519113122_9789048528912.epub,2.0.1,Not well-formed,1,0,HTM-004,,42276
./ebooks-cb/ebook_cb-1497522807808-170616-1202/20150519113122_9789048529780.epub,2.0.1,Not well-formed,1,0,HTM-004,,51083
./ebooks-cb/ebook_cb-1498569929984-170711-0200/20150602093137_9789044962413.epub,2.0.1,Not well-formed,1,1,RSC-007,PKG-010,110042
./ebooks-cb/ebook_cb-1498569931776-170708-0200/20150602093137_9789044962260.epub,2.0.1,Not well-formed,2,1,RSC-005 RSC-008,OPF-003,34643
./ebooks-cb/ebook_cb-1498569960192-170708-0200/20150602093137_9789044962178.epub,2.0.1,Not well-formed,1,1,RSC-005,PKG-010,61650
./ebooks-cb/ebook_cb-1498569960448-170708-0200/20150602093137_9789044962277.epub,2.0.1,Not well-formed,1,1,RSC-005,PKG-010,83782
./ebooks-cb/ebook_cb-1498569960704-170705-0200/20150602093137_9789044961171.epub,2.0.1,Not well-formed,1,1,RSC-007,PKG-010,73548
./ebooks-cb/ebook_cb-1498569962240-170715-0200/20150602093137_9789044963960.epub,2.0.1,Not well-formed,1,1,RSC-007,PKG-010,111421
./ebooks-cb/ebook_cb-1498569963008-170715-0200/20150602093137_9789044963953.epub,2.0.1,Not well-formed,1,1,RSC-007,PKG-010,62395
./ebooks-cb/ebook_cb-1498569966336-170708-0200/20150602093137_9789044962123.epub,2.0.1,Not well-formed,1,1,RSC-007,PKG-010,64472
./ebooks-cb/ebook_cb-1498569969920-170701-0200/20150602093137_9789044960525.epub,2.0.1,Not well-formed,1,1,RSC-007,PKG-010,53334
./ebooks-cb/ebook_cb-1498569970688-170701-0200/20150602093137_9789044960488.epub,2.0.1,Not well-formed,1,1,RSC-005,PKG-010,85086
./ebooks-cb/ebook_cb-1498569971200-170630-0200/20150602093137_9789044960181.epub,2.0.1,Not well-formed,1,1,RSC-005,PKG-010,29941
./ebooks-cb/ebook_cb-1498569971456-170715-0200/20150602093137_9789044964356.epub,2.0.1,Not well-formed,1,0,RSC-005,,50242
./ebooks-cb/ebook_cb-1498569971712-170715-0200/20150602093137_9789044964257.epub,2.0.1,Not well-formed,1,1,RSC-005,PKG-010,144530
./ebooks-cb/ebook_cb-1498569972224-170707-0200/20150602093137_9789044961720.epub,2.0.1,Not well-formed,1,2,RSC-005,PKG-010 PKG-014,68468
./ebooks-cb/ebook_cb-1498569972480-170707-0200/20150602093137_9789044961928.epub,2.0.1,Not well-formed,1,2,RSC-005,PKG-010 PKG-014,41082
./ebooks-cb/ebook_cb-1498569972992-170704-0200/20150602093137_9789044960822.epub,2.0.1,Not well-formed,2,2,RSC-005 RSC-007,PKG-010 PKG-014,63696
./ebooks-cb/ebook_cb-1498569973248-170705-0200/20150602093137_9789044960921.epub,2.0.1,Not well-formed,1,2,RSC-005,PKG-010 PKG-014,54163
./ebooks-cb/ebook_cb-1498569973504-170706-0200/20150602093137_9789044961423.epub,2.0.1,Not well-formed,2,0,RSC-005 RSC-007,,80258
./ebooks-cb/ebook_cb-1498569973760-170706-0200/20150602093137_9789044961522.epub,2.0.1,Not well-formed,1,2,RSC-005,PKG-010 PKG-014,71557
./ebooks-cb/ebook_cb-1498569974016-170706-0200/20150602093137_9789044961454.epub,2.0.1,Not well-formed,1,0,RSC-005,,85549
./ebooks-cb/ebook_cb-1498569974528-170718-0200/20150602093137_9789044964875.epub,2.0.1,Not well-formed,1,1,RSC-005,PKG-010,98307
./ebooks-cb/ebook_cb-1498569975040-170712-0200/20150602093137_9789044962758.epub,2.0.1,Not well-formed,1,1,RSC-005,PKG-010,169144
./ebooks-cb/ebook_cb-1498569975552-170707-0200/20150602093137_9789044961669.epub,2.0.1,Not well-formed,1,1,RSC-007,PKG-010,91366
./ebooks-cb/ebook_cb-1498569976064-170705-0200/20150602093137_9789044961270.epub,2.0.1,Not well-formed,1,1,RSC-007,PKG-010,79463
./ebooks-cb/ebook_cb-1498569976320-170712-0200/20150602093137_9789044962666.epub,2.0.1,Not well-formed,1,1,RSC-005,PKG-010,181708
./ebooks-cb/ebook_cb-1498569977088-170701-0200/20150602093137_9789044960440.epub,2.0.1,Not well-formed,1,1,RSC-005,PKG-010,64481
./ebooks-cb/ebook_cb-1498569977856-170718-0200/20150602093137_9789044964820.epub,2.0.1,Not well-formed,1,1,RSC-005,PKG-010,18166
./ebooks-cb/ebook_cb-1498569978112-170630-0200/20150602093137_9789044960174.epub,2.0.1,Not well-formed,1,0,RSC-005,,43790
./ebooks-cb/ebook_cb-1498569978368-170711-0200/20150602093137_9789044962475.epub,2.0.1,Not well-formed,1,0,RSC-005,,69050
./ebooks-cb/ebook_cb-1498569978624-170715-0200/20150602093137_9789044963861.epub,2.0.1,Not well-formed,1,1,RSC-005,PKG-010,55484
./ebooks-cb/ebook_cb-1498569979392-170718-0200/20150602093137_9789044964653.epub,2.0.1,Not well-formed,2,1,OPF-054 RSC-005,OPF-003,0
./ebooks-cb/ebook_cb-1498569979648-170714-0200/20150602093137_9789044963663.epub,2.0.1,Not well-formed,1,1,RSC-005,PKG-010,132367
./ebooks-cb/ebook_cb-1498569980928-170718-0200/20150602093137_9789044964660.epub,2.0.1,Not well-formed,1,1,RSC-005,PKG-010,78399
./ebooks-cb/ebook_cb-1498569981952-170715-0200/20150602093137_9789044963762.epub,2.0.1,Not well-formed,1,1,RSC-007,PKG-010,116844
./ebooks-cb/ebook_cb-1498569982208-170718-0200/20150602093137_9789044964769.epub,2.0.1,Not well-formed,1,1,RSC-005,PKG-010,43151
./ebooks-cb/ebook_cb-1498569982464-170704-0200/20150602093137_9789044960761.epub,2.0.1,Not well-formed,1,1,RSC-005,PKG-010,77779
./ebooks-cb/ebook_cb-1498569982720-170704-0200/20150602093137_9789044960662.epub,2.0.1,Not well-formed,1,1,RSC-005,PKG-010,119743
./ebooks-cb/ebook_cb-1498569982976-170711-0200/20150602093137_9789044962482.epub,2.0.1,Not well-formed,1,1,RSC-005,PKG-010,131693
./ebooks-cb/ebook_cb-1498569983232-170711-0200/20150602093137_9789044962581.epub,2.0.1,Not well-formed,2,1,RSC-005 RSC-007,PKG-010,128985
./ebooks-cb/ebook_cb-1498569983488-170718-0200/20150602093137_9789044964479.epub,2.0.1,Not well-formed,1,1,RSC-005,PKG-010,69848
./ebooks-cb/ebook_cb-1498569983744-170712-0200/20150602093137_9789044962772.epub,2.0.1,Not well-formed,2,3,RSC-005 RSC-007,OPF-003 PKG-010 PKG-014,82401
./ebooks-cb/ebook_cb-1498569984000-170718-0200/20150602093137_9789044964684.epub,2.0.1,Not well-formed,2,1,RSC-005 RSC-007,PKG-014,97224
./ebooks-cb/ebook_cb-1498569984256-170704-0200/20150602093137_9789044960808.epub,2.0.1,Not well-formed,1,0,RSC-005,,57570
./ebooks-cb/ebook_cb-1498569984768-170718-0200/20150602093137_9789044964585.epub,2.0.1,Not well-formed,2,0,RSC-005 RSC-007,,232118
./ebooks-cb/ebook_cb-1498569985024-170701-0200/20150602093137_9789044960419.epub,2.0.1,Not well-formed,1,3,RSC-007,OPF-003 PKG-010 PKG-014,120061
./ebooks-cb/ebook_cb-1498569985280-170630-0200/20150602093137_9789044960211.epub,2.0.1,Not well-formed,1,3,RSC-007,OPF-003 PKG-010 PKG-014,162749
./ebooks-cb/ebook_cb-1498569985536-170715-0200/20150602093137_9789044963878.epub,2.0.1,Not well-formed,1,1,RSC-007,PKG-010,47230
./ebooks-cb/ebook_cb-1498569985792-170711-0200/20150602093137_9789044962383.epub,2.0.1,Not well-formed,1,0,RSC-007,,90857
./ebooks-cb/ebook_cb-1498569986048-170715-0200/20150602093137_9789044964295.epub,2.0.1,Not well-formed,2,0,RSC-005 RSC-007,,99286
./ebooks-cb/ebook_cb-1498569986304-170715-0200/20150602093137_9789044964196.epub,2.0.1,Not well-formed,2,1,RSC-005 RSC-007,PKG-010,79645
./ebooks-cb/ebook_cb-1498569986560-170712-0200/20150602093137_9789044962680.epub,2.0.1,Not well-formed,2,0,RSC-005 RSC-007,,64679
./ebooks-cb/ebook_cb-1498569986816-170708-0200/20150602093137_9789044961980.epub,2.0.1,Not well-formed,2,0,RSC-005 RSC-007,,99980
./ebooks-cb/ebook_cb-1498569988608-170701-0200/20150602093137_9789044960587.epub,2.0.1,Not well-formed,1,1,RSC-007,PKG-010,55395
./ebooks-cb/ebook_cb-1498569988864-170713-0200/20150602093137_9789044963083.epub,2.0.1,Not well-formed,1,0,RSC-005,,51235
./ebooks-cb/ebook_cb-1498569989888-170708-0200/20150602093137_9789044962086.epub,2.0.1,Not well-formed,1,1,RSC-005,PKG-010,102133
./ebooks-cb/ebook_cb-1498569991680-170712-0200/20150602093137_9789044962789.epub,2.0.1,Not well-formed,2,0,RSC-005 RSC-007,,132568
./ebooks-cb/ebook_cb-1498569993728-170718-0200/20150602093137_9789044965513.epub,2.0.1,Not well-formed,1,1,RSC-005,PKG-010,256187
./ebooks-cb/ebook_cb-1498569995776-171108-0200/20150602093137_9789044965810.epub,2.0.1,Not well-formed,1,0,CSS-008,,121713
./ebooks-cb/ebook_cb-1498570001408-170708-0200/20150602093137_9789044962000.epub,2.0.1,Not well-formed,1,0,RSC-005,,69947
./ebooks-cb/ebook_cb-1498570002432-170706-0200/20150602093137_9789044961508.epub,2.0.1,Not well-formed,1,0,RSC-005,,86701
./ebooks-cb/ebook_cb-1498570004736-170715-0200/20150602093137_9789044964035.epub,2.0.1,Not well-formed,1,1,RSC-007,PKG-010,143755
./ebooks-cb/ebook_cb-1498570004992-170630-0200/20150602093137_9789044960167.epub,2.0.1,Not well-formed,2,1,RSC-005 RSC-007,PKG-010,108196
./ebooks-cb/ebook_cb-1498570006528-170704-0200/20150602093137_9789044960709.epub,2.0.1,Not well-formed,1,1,RSC-005,PKG-010,44488
./ebooks-cb/ebook_cb-1498570007040-170718-0201/20150602093137_9789044964608.epub,2.0.1,Not well-formed,1,0,RSC-005,,110487
./ebooks-cb/ebook_cb-1498570008576-170719-0200/20150602093137_9789044966527.epub,2.0.1,Not well-formed,1,0,RSC-005,,70345
./ebooks-cb/ebook_cb-1498570009600-170715-0200/20150602093137_9789044964219.epub,2.0.1,Not well-formed,1,0,RSC-005,,87342
./ebooks-cb/ebook_cb-1498570011648-170712-0200/20150602093137_9789044962734.epub,2.0.1,Not well-formed,1,1,RSC-005,PKG-010,92186
./ebooks-cb/ebook_cb-1498570011904-170711-0200/20150602093137_9789044962635.epub,2.0.1,Not well-formed,1,1,RSC-005,PKG-010,122006
./ebooks-cb/ebook_cb-1498570012160-170714-0200/20150602093137_9789044963434.epub,2.0.1,Not well-formed,1,1,RSC-005,PKG-010,122897
./ebooks-cb/ebook_cb-1498570012928-170707-0200/20150602093137_9789044961782.epub,2.0.1,Not well-formed,1,1,RSC-005,PKG-010,113538
./ebooks-cb/ebook_cb-1498570013440-170713-0200/20150602093137_9789044963014.epub,2.0.1,Not well-formed,1,1,RSC-007,PKG-010,98278
./ebooks-cb/ebook_cb-1498570013696-170701-0200/20150602093137_9789044960396.epub,2.0.1,Not well-formed,2,0,RSC-005 RSC-007,,172023
./ebooks-cb/ebook_cb-1498570013952-170708-0200/20150602093137_9789044962185.epub,2.0.1,Not well-formed,2,1,RSC-005 RSC-007,PKG-010,100587
./ebooks-cb/ebook_cb-1498570014720-170711-0200/20150602093137_9789044962291.epub,2.0.1,Not well-formed,1,0,RSC-005,,224014
./ebooks-cb/ebook_cb-1498570015488-170715-0201/20150602093137_9789044963946.epub,2.0.1,Not well-formed,1,1,RSC-007,PKG-010,300640
./ebooks-cb/ebook_cb-1498570016000-170718-0201/20150602093137_9789044964554.epub,2.0.1,Not well-formed,1,1,RSC-007,PKG-010,53147
./ebooks-cb/ebook_cb-1498570019840-170719-0200/20150602093137_9789044966374.epub,2.0.1,Not well-formed,1,1,RSC-005,PKG-010,72427
./ebooks-cb/ebook_cb-1498569972736-170630-0200/20150602093137_9789044960129.epub,2.0.1,Not well-formed,1,2,RSC-005,PKG-010 PKG-014,73231
./ebooks-cb/ebook_cb-1498569984512-170718-0200/20150602093137_9789044964486.epub,2.0.1,Not well-formed,2,0,RSC-005 RSC-007,,62886
./ebooks-cb/ebook_cb-1498569993984-170718-0200/20150602093137_9789044965520.epub,2.0.1,Not well-formed,1,0,RSC-005,,317968
./ebooks-cb/ebook_cb-1498570008832-170712-0200/20150602093137_9789044962819.epub,2.0.1,Not well-formed,1,1,RSC-007,PKG-010,97117
./ebooks-cb/ebook_cb-1500475955200-170809-0200/20150602113149_9789460411267.epub,2.0.1,Not well-formed,2,0,OPF-031 RSC-007,,57471
./ebooks-cb/ebook_cb-1502285522944-170824-0201/20150604153122_9789045108162.epub,2.0.1,Not well-formed,2,1,OPF-054 RSC-008,OPF-003,16863
./ebooks-cb/ebook_cb-1498570020352-170719-0200/20150602093137_9789044966497.epub,2.0.1,Not well-formed,1,1,RSC-005,PKG-010,33544
./ebooks-cb/ebook_cb-1498570020608-170719-0200/20150602093137_9789044966480.epub,2.0.1,Not well-formed,1,0,RSC-005,,57441
./ebooks-cb/ebook_cb-1498570020864-170719-0200/20150602093137_9789044966398.epub,2.0.1,Not well-formed,1,1,RSC-005,PKG-010,83254
./ebooks-cb/ebook_cb-1498570021120-170719-0200/20150602093137_9789044966381.epub,2.0.1,Not well-formed,1,1,RSC-005,PKG-010,73651
./ebooks-cb/ebook_cb-1498570021376-170720-0200/20150602093137_9789044966442.epub,2.0.1,Not well-formed,1,0,RSC-005,,75025
./ebooks-cb/ebook_cb-1498570021632-170719-0200/20150602093137_9789044966404.epub,2.0.1,Not well-formed,1,0,RSC-005,,68466
./ebooks-cb/ebook_cb-1498570021888-170719-0200/20150602093137_9789044966459.epub,2.0.1,Not well-formed,1,1,RSC-005,PKG-010,47839
./ebooks-cb/ebook_cb-1498570022144-170719-0200/20150602093137_9789044966473.epub,2.0.1,Not well-formed,1,1,RSC-005,PKG-010,70353
./ebooks-cb/ebook_cb-1498570022400-170719-0200/20150602093137_9789044966435.epub,2.0.1,Not well-formed,1,1,RSC-005,PKG-010,67759
./ebooks-cb/ebook_cb-1498570022656-170719-0200/20150602093137_9789044966428.epub,2.0.1,Not well-formed,1,0,RSC-005,,81636
./ebooks-cb/ebook_cb-1498570022912-170719-0200/20150602093137_9789044966411.epub,2.0.1,Not well-formed,1,1,RSC-005,PKG-010,83705
./ebooks-cb/ebook_cb-1498570023168-170719-0200/20150602093137_9789044966367.epub,2.0.1,Not well-formed,1,0,RSC-005,,47858
./ebooks-cb/ebook_cb-1498570023424-170720-0200/20150602093137_9789044967074.epub,2.0.1,Not well-formed,1,1,RSC-005,PKG-010,83404
./ebooks-cb/ebook_cb-1498570025216-170707-0200/20150602093137_9789044961898.epub,2.0.1,Not well-formed,1,0,RSC-005,,97012
./ebooks-cb/ebook_cb-1498570028288-170720-0200/20150602093137_9789044967197.epub,2.0.1,Not well-formed,1,0,RSC-005,,52689
./ebooks-cb/ebook_cb-1498570028544-170720-0200/20150602093137_9789044967401.epub,2.0.1,Not well-formed,1,1,RSC-005,PKG-010,54002
./ebooks-cb/ebook_cb-1498570029312-170720-0200/20150602093137_9789044966886.epub,2.0.1,Not well-formed,1,1,RSC-005,PKG-010,60654
./ebooks-cb/ebook_cb-1498570029568-170720-0200/20150602093137_9789044966879.epub,2.0.1,Not well-formed,1,0,RSC-005,,58371
./ebooks-cb/ebook_cb-1498570031872-170720-0200/20150602093137_9789044966992.epub,2.0.1,Not well-formed,1,1,RSC-005,PKG-010,73940
./ebooks-cb/ebook_cb-1498570032384-170720-0200/20150602093137_9789044966961.epub,2.0.1,Not well-formed,1,1,RSC-005,PKG-010,57105
./ebooks-cb/ebook_cb-1498570036480-170704-0200/20150602093137_9789044960785.epub,2.0.1,Not well-formed,1,1,RSC-005,PKG-010,115100
./ebooks-cb/ebook_cb-1498570037248-170719-0200/20150602093137_9789044966190.epub,2.0.1,Not well-formed,1,1,RSC-005,PKG-010,63649
./ebooks-cb/ebook_cb-1498570037760-170701-0200/20150602093137_9789044960471.epub,2.0.1,Not well-formed,1,0,RSC-005,,47199
./ebooks-cb/ebook_cb-1498570038016-170705-0200/20150602093137_9789044960969.epub,2.0.1,Not well-formed,1,0,RSC-007,,139347
./ebooks-cb/ebook_cb-1498570038272-170705-0200/20150602093137_9789044961034.epub,2.0.1,Not well-formed,1,0,RSC-007,,127085
