fileName,identifier,title,author,publisher,epubVersion,epubStatus,noErrors,noWarnings,errors,warnings,wordCount
/media/johan/Elements1/ebooks-cb/ebook_cb-1498569931776-170708-0200/20150602093137_9789044962260.epub,448853d6-2ebd-4b9b-84bf-6ae8b68a613b,Handboek Communities,Erwin Blom,A.W. Bruna Uitgevers B.V.,2.0.1,Not well-formed,2,1,RSC-005 RSC-008,OPF-003,34643
/media/johan/Elements1/ebooks-cb/ebook_cb-1498569960192-170708-0200/20150602093137_9789044962178.epub,ea6e8624-6b3a-4bf8-b8b7-5c1730673faf,Ja-maar ... huh?!,Berthold Gunster,"A.W. Bruna Uitgevers B.V., Utrecht",2.0.1,Not well-formed,1,1,RSC-005,PKG-010,61650
/media/johan/Elements1/ebooks-cb/ebook_cb-1498569960448-170708-0200/20150602093137_9789044962277.epub,cc9aa3d8-5ee2-48d2-a5ad-d6b0adb5a020,Ja maar wat als alles lukt?,Berthold Gunster,"A.W. Bruna Uitgevers B.V., Utrecht",2.0.1,Not well-formed,1,1,RSC-005,PKG-010,83782
/media/johan/Elements1/ebooks-cb/ebook_cb-1498569970688-170701-0200/20150602093137_9789044960488.epub,47697895-71c4-44f6-aeda-098931363cc9,Hey Simona van Dimona,Sara Shilo,A.W. Bruna Uitgevers,2.0.1,Not well-formed,1,1,RSC-005,PKG-010,85086
/media/johan/Elements1/ebooks-cb/ebook_cb-1498569971200-170630-0200/20150602093137_9789044960181.epub,508f580a-b347-4470-a476-f7c32cd69388,Blik op het duister,Andrea Maria Schenkel,A.W. Bruna Uitgevers,2.0.1,Not well-formed,1,1,RSC-005,PKG-010,29941
/media/johan/Elements1/ebooks-cb/ebook_cb-1498569971456-170715-0200/20150602093137_9789044964356.epub,fad49b79-e3df-4bae-83bc-c2c5d25e54d5,Werken nieuwe stijl,Bas van de Haterd,A.W. Bruna Uitgevers,2.0.1,Not well-formed,1,0,RSC-005,,50242
/media/johan/Elements1/ebooks-cb/ebook_cb-1498569971712-170715-0200/20150602093137_9789044964257.epub,b7e7e233-d201-44ab-9db0-0e16443cfcd7,Mijn leven met Osama,Jean Sasson,A.W. Bruna Uitgevers,2.0.1,Not well-formed,1,1,RSC-005,PKG-010,144530
/media/johan/Elements1/ebooks-cb/ebook_cb-1498569972224-170707-0200/20150602093137_9789044961720.epub,77de0831-150c-4a98-8919-198c448052c7,De N.V. Mateor,Havank,A.W. Bruna Uitgevers,2.0.1,Not well-formed,1,2,RSC-005,PKG-010 PKG-014,68468
/media/johan/Elements1/ebooks-cb/ebook_cb-1498569972480-170707-0200/20150602093137_9789044961928.epub,b637b041-2f06-448d-996e-1a8d7176d1e3,De schaduw en co,Havank,A.W. Bruna Uitgevers,2.0.1,Not well-formed,1,2,RSC-005,PKG-010 PKG-014,41082
/media/johan/Elements1/ebooks-cb/ebook_cb-1498569972992-170704-0200/20150602093137_9789044960822.epub,37a8f323-4f61-4dfc-a701-824fea8c6b81,Er klopt iets niet,Havank,A.W. Bruna Uitgevers,2.0.1,Not well-formed,2,2,RSC-005 RSC-007,PKG-010 PKG-014,63696
/media/johan/Elements1/ebooks-cb/ebook_cb-1498569973248-170705-0200/20150602093137_9789044960921.epub,cd2f8cb8-d2d1-4c44-adf1-db3bd1ab99a0,Het geheim van de zevende sleutel,Havank,A.W. Bruna Uitgevers,2.0.1,Not well-formed,1,2,RSC-005,PKG-010 PKG-014,54163
/media/johan/Elements1/ebooks-cb/ebook_cb-1498569973504-170706-0200/20150602093137_9789044961423.epub,b0f9e8d1-d9c3-4790-ae24-c9a0134bf3a9,Hoofden op hol,Havank,A.W. Bruna Uitgevers,2.0.1,Not well-formed,2,0,RSC-005 RSC-007,,80258
/media/johan/Elements1/ebooks-cb/ebook_cb-1498569973760-170706-0200/20150602093137_9789044961522.epub,c40c1ed6-eefd-460d-9814-787ced85d530,In memoriam de schaduw,Havank,A.W. Bruna Uitgevers,2.0.1,Not well-formed,1,2,RSC-005,PKG-010 PKG-014,71557
/media/johan/Elements1/ebooks-cb/ebook_cb-1498569974016-170706-0200/20150602093137_9789044961454.epub,1fdf70e3-cd95-4c4d-a922-ae3ae57f5d2f,Vier vreemde vrienden,Havank,A.W. Bruna Uitgevers,2.0.1,Not well-formed,1,0,RSC-005,,85549
/media/johan/Elements1/ebooks-cb/ebook_cb-1498569974528-170718-0200/20150602093137_9789044964875.epub,4cee748e-b8fe-4edf-9329-45b6828e7f1d,De Prendergast Road kronieken,Sarah May,A.W. Bruna Uitgevers,2.0.1,Not well-formed,1,1,RSC-005,PKG-010,98307
/media/johan/Elements1/ebooks-cb/ebook_cb-1498569975040-170712-0200/20150602093137_9789044962758.epub,09198009-b644-403e-99c9-bbf7048cb50e,Bloedlink,Jens Lapidus,A.W. Bruna Uitgevers,2.0.1,Not well-formed,1,1,RSC-005,PKG-010,169144
/media/johan/Elements1/ebooks-cb/ebook_cb-1498569976320-170712-0200/20150602093137_9789044962666.epub,afeafbd0-79e7-4670-a9d7-7b74c5f04518,Het uur van de Engelen,Danielle Trussoni,A.W. Bruna Uitgevers,2.0.1,Not well-formed,1,1,RSC-005,PKG-010,181708
/media/johan/Elements1/ebooks-cb/ebook_cb-1498569977088-170701-0200/20150602093137_9789044960440.epub,c08b906c-f8b9-46d4-96f3-3f5a5d9a2771,Het mysterie van de Nachtwacht,Havank Ross,A.W. Bruna Uitgevers B.V.,2.0.1,Not well-formed,1,1,RSC-005,PKG-010,64481
/media/johan/Elements1/ebooks-cb/ebook_cb-1498569977856-170718-0200/20150602093137_9789044964820.epub,8f2ccf71-6e67-4a3c-ae74-fa04eb9712f7,De Dief,Ruth Rendell,A.W. Bruna Uitgevers,2.0.1,Not well-formed,1,1,RSC-005,PKG-010,18166
/media/johan/Elements1/ebooks-cb/ebook_cb-1498569978112-170630-0200/20150602093137_9789044960174.epub,840533d3-498b-4a09-bd80-6f4588e426f4,De wijsheid van de draken,Bernhard Moestl,A.W. Bruna Uitgevers B.V.,2.0.1,Not well-formed,1,0,RSC-005,,43790
/media/johan/Elements1/ebooks-cb/ebook_cb-1498569978368-170711-0200/20150602093137_9789044962475.epub,1c5c4123-c1fd-4904-b5ef-10598c94528a,Het kindermeisje,Petros Markaris,A.W. Bruna Uitgevers B.V.,2.0.1,Not well-formed,1,0,RSC-005,,69050
/media/johan/Elements1/ebooks-cb/ebook_cb-1498569978624-170715-0200/20150602093137_9789044963861.epub,945a2fac-c51e-46fd-9128-358e9d431795,De dertigersdroom,Ildikó von Kürthy,A.W. Bruna Uitgevers B.V.,2.0.1,Not well-formed,1,1,RSC-005,PKG-010,55484
/media/johan/Elements1/ebooks-cb/ebook_cb-1498569979392-170718-0200/20150602093137_9789044964653.epub,92127088-373e-4c1c-876f-0138fa2c5f0e,Bloghelden,Frank Meeuwsen,A.W. Bruna Uitgevers B.V.,2.0.1,Not well-formed,2,1,OPF-054 RSC-005,OPF-003,0
/media/johan/Elements1/ebooks-cb/ebook_cb-1498569979648-170714-0200/20150602093137_9789044963663.epub,7a157fdd-56f9-4de5-a73b-58a864c0332e,De kookclub,Sophie King,A.W. Bruna Uitgevers,2.0.1,Not well-formed,1,1,RSC-005,PKG-010,132367
/media/johan/Elements1/ebooks-cb/ebook_cb-1498569980928-170718-0200/20150602093137_9789044964660.epub,f348333d-cc7b-420d-bffb-e72298398958,Rusteloos land,B. Bauer,"Bruna Uitgevers, A.W.",2.0.1,Not well-formed,1,1,RSC-005,PKG-010,78399
/media/johan/Elements1/ebooks-cb/ebook_cb-1498569982208-170718-0200/20150602093137_9789044964769.epub,53e0144a-d10e-4bce-a88e-e7873349e6a2,Meisje van de slijterij,Petra de Boevere,Lev.,2.0.1,Not well-formed,1,1,RSC-005,PKG-010,43151
/media/johan/Elements1/ebooks-cb/ebook_cb-1498569982464-170704-0200/20150602093137_9789044960761.epub,38f34632-20bb-41ae-8d6d-cfaf6c65d41f,Tegen de wind in,Angeles Caso,Orlando,2.0.1,Not well-formed,1,1,RSC-005,PKG-010,77779
